Food,Food_long,Food_group,DQQ_food_group,DQQ_question,USDA_FDC_ID,Country,Energy_kcal,Carbohydrates_g,Fiber_g,Protein_g,Monounsaturated_FAs_g,Polyunsaturated_FAs_g,Unsaturated_FAs_g,Saturated_FAs_g,VitA_RAE_mcg,VitC_mg,VitD_mcg,VitE_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_DFE_mcg,VitB12_mcg,Choline_mg,Iron_mg,Zinc_mg,Calcium_mg,Potassium_mg,Magnesium_mg,Sodium_mg,Phytate_mg,DHA_g,EPA_g,DPA_g,ALA_g,DIAAS,Iron_Abs,Zinc_Abs,Liquids,Unsweetened_dairy,Dried_consumed_rehydrated,Energy_kcal_fresh,UPF,Fortified_4Vitamins,Fortified_2Minerals,Comments
Lean fish,"Lean fish, average of various species consumed in Indonesia and of different cooking methods",Animal-source foods,Fish and seafood,Q20,N/A,Indonesia,169,2.35,0.1,21.42,2.99,2.2,5.18,1.67,13.6,0.32,1.73,1.42,0.06,0.08,2.91,0.23,21.8,2.58,64.13,0.57,0.49,19.4,383.4,28.8,254.4,0,0.12,0.02,0.03,0.96,1,0.15,0.44,No,No,No,,No,No,No,
Lean fish,"Lean fish, average of various species consumed in Bangladesh, and of different cooking methods",Animal-source foods,Fish and seafood,Q20,N/A,Bangladesh,174,2.35,0.1,21.12,3.2,2.26,5.46,1.88,15,0.24,1.73,1.42,0.07,0.1,4.1,0.24,22.6,1.93,64.13,0.8,0.58,17.6,370.6,28,257.2,0,0.09,0.05,0.04,0.96,1,0.15,0.44,No,No,No,,No,No,No,
Lean freshwater fish,"Lean freshwater fish,  average of various species consumed in East Africa, and of different cooking methods",Animal-source foods,Fish and seafood,Q20,N/A,Kenya,117,0.01,0,20.38,1.36,0.77,2.11,1.23,12.91,0.23,2,0.8,0.06,0.14,2.64,0.13,8.18,2.44,65,1.53,1.01,91.55,265.09,32.82,71.82,0,0.14,0.06,0.04,0.03,1,0.15,0.44,No,No,No,,No,No,No,
Lean marine fish,"Lean marine fish, average of various species consumed in East Africa, and of different cooking methods",Animal-source foods,Fish and seafood,Q20,N/A,Kenya,132,0.8,0,23.06,1.19,0.9,3.74,0.84,37.67,0.27,2.07,1.34,0.1,0.07,2.27,0.24,10.33,2.58,51.4,0.76,0.55,33.25,444.38,35.75,125.88,0,0.31,0.11,0.04,0.06,1,0.15,0.44,No,No,No,,No,No,No,
Lentils,"Lentils, mature seeds, cooked, boiled, without salt","Pulses, nuts, and seeds",Legumes,Q4,172421,Kenya,116,20.13,7.9,9.02,0.06,0.18,0.24,0.05,0,1.5,0,0.11,0.17,0.07,1.06,0.18,181,0,32.7,3.33,1.27,19,369,36,2,316.4,0,0,0,0.06,0.58,0.1,0.26,No,No,No,,No,No,No,
Lettuce,"Lettuce, green leaf, raw",Vegetables,Other vegetables,Q7.1,169249,Nigeria,15,2.87,1.3,1.36,0.01,0.08,0.09,0.02,370,9.2,0,0.22,0.07,0.08,0.38,0.09,38,0,13.6,0.86,0.18,36,194,13,28,3,0,0,0,0.12,0.8,0.1,0.44,No,No,No,,No,No,No,
Lettuce,"Lettuce, green leaf, raw",Vegetables,Other vegetables,Q7.2,169249,Kenya,15,2.87,1.3,1.36,0.01,0.08,0.09,0.02,370,9.2,0,0.22,0.07,0.08,0.38,0.09,38,0,13.6,0.86,0.18,36,194,13,28,3,0,0,0,0.12,0.8,0.1,0.44,No,No,No,,No,No,No,
Long bean,"Yardlong bean (long bean), cooked, boiled, drained, without salt",Vegetables,Other vegetables,Q7.1,169223,Indonesia,47,9.18,1.88,2.53,0.01,0.04,0.05,0.03,23,16.2,0,0.46,0.09,0.1,0.63,0.02,45,0,10.77,0.98,0.36,44,290,42,4,688,0,0,0,0.07,0.8,0.1,0.26,No,No,No,,No,No,No,"Used phytate for winged bean as as a proxy, as value for long bean was missing"
Long bean,"Yardlong bean (long bean), cooked, boiled, drained, without salt",Vegetables,Other vegetables,Q7.1,169223,Bangladesh,47,9.18,2.03,2.53,0.01,0.04,0.05,0.03,23,16.2,0,0.76,0.09,0.1,0.63,0.02,45,0,15.9,0.98,0.36,44,290,42,4,688,0,0,0,0.07,0.8,0.1,0.26,No,No,No,,No,No,No,"Used phytate for winged bean as as a proxy, as value for long bean was missing"
Longans,"Longans, raw",Fruits,Other fruits,Q10.1,169089,Indonesia,60,15.1,1.1,1.31,0.06,0.15,0.21,0.11,15.75,84,0,0.25,0.03,0.14,0.3,0.14,19.75,0,6.65,0.13,0.05,1,266,10,0,5.65,0,0,0,0.05,0.7,0.1,0.44,No,No,No,,No,No,No,"Phytate value for longan missing, used rambutan as a proxy (they belong to the same family)"
Low-fat cottage cheese,"Cottage cheese, farmer's (low-fat)",Animal-source foods,Cheese,Q14,2341152,Indonesia,143,3.18,0,10.49,2.39,0.33,2.72,5.2,83,0,0.1,0.24,0.03,0.15,0.09,0.04,11,0.41,18.6,0.07,0.38,78,98,8,297,0,0,0,0,0.11,1.16,0.15,0.44,Yes,Yes,No,,No,No,No,
Low-fat cottage cheese,"Cottage cheese, farmer's (low-fat)",Animal-source foods,Cheese,Q14,2341152,Bangladesh,143,3.18,0,10.49,2.39,0.33,2.72,5.2,83,0,0.1,0.24,0.03,0.15,0.09,0.04,11,0.41,18.6,0.07,0.38,78,98,8,297,0,0,0,0,0.11,1.16,0.15,0.44,Yes,Yes,No,,No,No,No,
Luffa gourd,"Loofa gourd, average of raw and cooked (boiled)",Vegetables,Other vegetables,Q7.3,N/A,Indonesia,38,9.35,2,0.93,0.05,0.12,0.17,0.02,13.63,8.85,0,0.17,0.05,0.05,0.33,0.07,9.5,0,9.68,0.36,0.12,14.5,296,17,12,13.42,0,0,0,0.06,0.8,0.1,0.44,No,No,No,,No,No,No,"Phytate value for loofa gourd missing, used an average of phytate value for other gourds"
Lychee,"Litchis, raw",Fruits,Other fruits,Q10.2,169086,Bangladesh,66,16.53,1.3,0.83,0.12,0.13,0.25,0.1,0,71.5,0,0.07,0.01,0.07,0.6,0.1,14,0,7.1,0.31,0.07,5,171,10,1,2.57,0,0,0,0.2,0.7,0.1,0.44,No,No,No,,No,No,No,
Mackerel,"Mackerel, fresh, average of various cooking methods",Animal-source foods,Fish and seafood,Q20,N/A,Nigeria,251,2.93,0.13,22.85,5.69,4.38,10.06,3.75,35,1.4,9.97,2.03,0.15,0.45,8.77,0.37,11.25,8,75.4,1.57,0.82,26.5,438.5,48.5,282.75,0,0.94,0.54,0.13,0,1,0.15,0.44,No,No,No,,No,No,No,Used ALA value for sardines
Maize porridge,"Maize porridge (soft), average of multiple sources",Starchy staples,Whole grains,Q2,N/A,Kenya,67,12.99,0.95,1.7,0.06,0.15,0.21,0.06,1.75,0,0,0.12,0.09,0.04,0.48,0.05,19.5,0.02,2.45,0.56,0.26,9.5,41.5,12.75,21.25,114,0,0,0,0,0.42,0.1,0.3,No,No,No,,No,No,No,
Malabar spinach,"Malabar/Vine spinach (pui shak), average of raw and cooked (boiled) ",Vegetables,Dark green leafy vegetables,Q6.1,N/A,Bangladesh,21,3.06,2.1,2.39,0.03,0.13,0.16,0.06,229,53.95,0,2.06,0.08,0.14,0.64,0.16,127,0,19.5,1.34,0.37,116.5,383,56.5,39.5,22.3,0,0,0,0.14,0.8,0.1,0.44,No,No,No,,No,No,No,
Malabar spinach,"Malabar/Vine spinach (pui shak), average of raw and cooked (boiled) ",Vegetables,Dark green leafy vegetables,Q6.2,N/A,Kenya,21,3.06,2.1,2.39,0.03,0.13,0.16,0.06,229,53.95,0,2.06,0.08,0.14,0.64,0.16,127,0,19.5,1.34,0.37,116.5,383,56.5,39.5,22.3,0,0,0,0.14,0.8,0.1,0.44,No,No,No,,No,No,No,
Malta orange,"Orange, sweet, ripe, raw (malta)",Fruits,Citrus,Q9,08_0032 (from BGD FCT),Bangladesh,49,10.7,2.4,0.2,0.02,0.02,0.04,0.01,11,54,0,0.18,0.15,0.01,0.4,0.08,46,0,8.05,0.1,0.07,31,181,10,2,10,0,0,0,0.11,0.7,0.1,0.44,No,No,No,,No,No,No,Phytate value for sweet orange missing; used phytate value for orange as a proxy
Mango,"Mangos, raw",Fruits,Vitamin A-rich fruits,Q8,169910,Indonesia,60,14.98,1.6,0.82,0.14,0.07,0.21,0.09,54,36.4,0,0.9,0.03,0.04,0.67,0.12,43,0,7.6,0.16,0.09,11,168,10,1,25,0,0,0,0.11,0.7,0.1,0.44,No,No,No,,No,No,No,
Mango,"Mangos, raw",Fruits,Vitamin A-rich fruits,Q8,169910,Bangladesh,60,14.98,1.6,0.82,0.14,0.07,0.21,0.09,54,36.4,0,0.9,0.03,0.04,0.67,0.12,43,0,7.6,0.16,0.09,11,168,10,1,25,0,0,0,0.11,0.7,0.1,0.44,No,No,No,,No,No,No,
Mango,"Mangos, raw",Fruits,Vitamin A-rich fruits,Q8,169910,Nigeria,60,14.98,1.6,0.82,0.14,0.07,0.21,0.09,54,36.4,0,0.9,0.03,0.04,0.67,0.12,43,0,7.6,0.16,0.09,11,168,10,1,25,0,0,0,0.12,0.7,0.1,0.44,No,No,No,,No,No,No,
Mango,"Mangos, raw",Fruits,Vitamin A-rich fruits,Q8,169910,Kenya,60,14.98,1.6,0.82,0.14,0.07,0.21,0.09,54,36.4,0,0.9,0.03,0.04,0.67,0.12,43,0,7.6,0.16,0.09,11,168,10,1,25,0,0,0,0,0.7,0.1,0.44,No,No,No,,No,No,No,
Melon seeds,"Melon seed, kernel only, dried, raw","Pulses, nuts, and seeds",Nuts and seeds,Q21,06_013 (from WA FCT),Nigeria,574,11.6,6,27.6,7.68,24.26,31.94,11.11,0,0,0,5.7,0.1,0.12,8.2,0.09,58,0,56.15,6.3,4.54,118,610,383,37,460,0,0,0,0.14,0.67,0.1,0.26,No,No,No,,No,No,No,
Millet,"Millet, cooked",Starchy staples,Whole grains,Q2,168871,Nigeria,119,23.67,1.3,3.51,0.18,0.51,0.69,0.17,0,0,0,0.02,0.11,0.08,1.33,0.11,19,0,11.2,0.63,0.91,3,62,44,2,200,0,0,0,0.05,0.42,0.1,0.26,No,No,No,,No,No,No,
Millet porridge,"Finger millet porridge (soft, Uji ww Wimbi)",Starchy staples,Whole grains,Q2,15014 (from KE FCT),Kenya,40,7.8,2.1,0.7,0.06,0.17,0.23,0.06,0,0,0,0.01,0.01,0,0.4,0.04,6,0,3.76,1.1,0.16,35,20.84,16,452,40,0,0,0,0.05,0.22,0.1,0.44,No,No,No,,No,No,No,"Phytate: Porridge, millet; DIAAS from foxtail millet"
Millet ugali (fortified),"Finger Millet porridge (stiff, Ugali)",Starchy staples,Whole grains,Q2,15100 (from KE FCT),Kenya,120,21,8.9,2.9,0.19,0.51,0.7,0.17,0,0,0,0.02,0.06,0.01,1.6,0.11,26,0,11.29,4.4,0.67,137,212,61,3,40,0,0,0,0.05,0.22,0.1,0.44,No,No,No,,No,No,Yes,"Phytate: Porridge, millet; DIAAS from foxtail millet"
Moin-moin (steamed bean pudding),"Beans,soaked,dehulled,blended to Paste with added salt, pepper and Vegetable oil,Steamed into mould","Pulses, nuts, and seeds",Legumes,Q4,03_02_09 (from NG FCT),Nigeria,108,15.74,7.24,6.47,1.61,3.66,5.27,1.04,0.25,0.59,0,0.64,0.12,0.09,1.47,0.13,139.63,0,39.85,0.88,0.68,3.76,0.77,2.69,3.72,1.91,0,0,0,0.17,0.78,0.1,0.44,No,No,No,,No,No,No,
Mudfish,"North African catfish, fresh, average of various cooking methods",Animal-source foods,Fish and seafood,Q20,N/A,Nigeria,136,0,0,23.65,1.04,1.53,2.57,1.58,11,0,1.2,0.45,0.08,0.04,7.7,0.27,14,4,62.9,0.55,1.42,30.5,321.5,28,46.5,0,0.09,0.05,0.05,0.04,1,0.15,0.44,No,No,No,,No,No,No,
Mung bean sprouts,"Mung bean sprouts, average of boiled and styr-fried",Vegetables,Other vegetables,Q7.2,N/A,Indonesia,36,7.39,1.35,3.17,0.03,0.05,0.08,0.03,1.5,13.7,0,0.07,0.1,0.14,1.01,0.09,49.5,0,9.9,1.28,0.69,12.5,160,23.5,9.5,80.77,0,0,0,0,0.8,0.1,0.35,No,No,No,,No,No,No,
Mung beans,"Mung beans, mature seeds, cooked, boiled, without salt","Pulses, nuts, and seeds",Legumes,Q4,174257,Indonesia,105,19.15,7.6,7.02,0.05,0.13,0.18,0.12,1,1,0,0.15,0.16,0.06,0.58,0.07,159,0,29.4,1.4,0.84,27,266,48,2,714.71,0,0,0,0.36,0.86,0.1,0.26,No,No,No,,No,No,No,
Mushrooms,"Mushrooms, average of multiple varieties consumed in Asia and of various cooking methods (boiled, grilled, styr-fried, fried)",Vegetables,Other vegetables,Q7.2,N/A,Indonesia,67,9.62,2.2,3.11,0.84,0.98,1.82,0.35,0.83,0.85,0.33,0.33,0.11,0.32,3.93,0.11,28.33,0.01,31.85,0.83,0.81,7.5,308.17,13.67,58.5,3.22,0,0,0,0,0.8,0.1,0.44,No,No,No,,No,No,No,"Phytate values for all cooked mushroom varieties missing, used value for raw white mushroom as a proxy"
Mushrooms,"Mushrooms, average of multiple varieties consumed in East Africa and of various cooking methods (boiled, grilled, styr-fried, fried)",Vegetables,Other vegetables,Q7.1,N/A,Kenya,67,9.62,2.2,3.22,0.84,0.98,1.82,0.35,0.83,0.85,0.33,0.33,0.11,0.32,3.93,0.11,28.33,0.01,31.85,0.83,0.81,7.5,308.17,13.67,58.5,3.22,0,0,0,0,0.82,0.1,0.44,No,No,No,,No,No,No,"Phytate values for all cooked mushroom varieties missing, used value for raw white mushroom as a proxy"
Mutton,"Mutton, cooked, roasted",Animal-source foods,Unprocessed red meat (ruminant),Q17,167634,Nigeria,234,0.08,0,33.43,4.46,0.81,5.27,5.14,0,0,0,0.8,0.06,0.3,6.52,0.38,5,4.44,100.6,4.76,5.93,10,409,31,135,0,0,0,0,0.15,1.12,0.2,0.44,No,No,No,,No,No,No,"No other cooking methods available; Used fibre, vit A, C and D, folate, DHA, EPA, DPA values from goat"
Arrow root,"Arrowroot, peeled, boiled, drained (without salt) ",Starchy staples,"White roots, tubers, and plantains",Q3,02020 (from KE FCT),Kenya,109,22.3,2,3.2,0.01,0,0.01,0.01,1,1,0,0,0.17,0.08,1.9,0.01,4,0,1.2,1,0.86,6,548,23,28,64.42,0,0,0,0,0.56,0.1,0.35,No,No,No,,No,No,No,Phytate: tapioca starch; Missing values from KE FCT filled with USDA tapioca pearl dry
Nightshade leaves,"Nightshade leaves, boiled, without salt",Vegetables,Dark green leafy vegetables,Q6.1, 04042 (KE FCT),Kenya,29,4.1,3.29,3.6,0.09,0.24,0.33,0.14,2,14,0,1.42,20,0.04,0.2,0.29,192,0,16.3,6.2,0.46,91,200,24,7,40.1,0,0,0,0.11,0.8,0.1,0.44,No,No,No,,No,No,No,Phytate: Used average for DGLV available in East Africa
Oat porridge,"Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt",Starchy staples,Whole grains,Q2,173905,Kenya,71,12,1.7,2.54,0.44,0.56,0.99,0.31,0,0,0,0.08,0.08,0.02,0.23,0.01,6,0,7.4,0.9,1,9,70,27,4,809.9,0,0,0,0,0.69,0.1,0.26,No,No,No,,No,No,No,
Oats,"Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt",Starchy staples,Whole grains,Q2,173905,Nigeria,71,12,1.7,2.54,0.44,0.56,0.99,0.31,0,0,0,0.08,0.08,0.02,0.23,0.01,6,0,7.4,0.9,1,9,70,27,4,809.9,0,0,0,0.02,0.42,0.1,0.26,No,No,No,,No,No,No,
Okra,"Okra (lady finger), average of boiled and fried",Vegetables,Other vegetables,Q7.1,N/A,Bangladesh,121,13.44,2.05,2.88,2.51,2.55,5.06,0.93,12,9.95,0.05,1.19,0.2,0.11,1.43,0.11,74,0.02,12.25,1,0.44,64.5,123,29.5,161,13,0,0,0,0.07,0.8,0.1,0.44,No,No,No,,No,No,No,
Okra,"Okra (lady finger), average of boiled and fried",Vegetables,Other vegetables,Q7.1,N/A,Nigeria,121,13.44,2.05,2.88,2.51,2.55,5.06,0.93,12,9.95,0.05,1.19,0.2,0.11,1.43,0.11,74,0.02,12.25,1,0.44,64.5,123,29.5,161,13,0,0,0,0.07,0.8,0.1,0.44,No,No,No,,No,No,No,
Oncom,Oncom (fermented soybeans),"Pulses, nuts, and seeds",Legumes,Q4,IDC090 (from ID FCT),Indonesia,198,22.6,0.7,13,1.23,1.99,3.22,0.9,0,0,0,0.2,0.09,0.02,0.3,0.04,3,0,38.75,9.9,0.4,96,290.14,49.56,14.69,409.33,0,0,0,0.36,0.97,0.1,0.26,No,No,No,,No,No,No,"Phytate value for oncom missing, used average value for tofu and tempeh as a proxy."
Onion,"Onion, average of white and yellow, and of raw and cooked (boiled and sauteed)",Vegetables,Other vegetables,Q7.1,N/A,Nigeria,69,9.12,1.6,1.14,0.74,1.85,2.6,0.52,0,4.8,0,0.24,0.05,0.03,0.11,0.15,17,0,6.47,0.24,0.2,21.67,148.33,10,6.33,6.96,0,0,0,0.12,0.8,0.1,0.44,No,No,No,,No,No,No,"Onion not included in the DQQ, considered as a vegetable and assigned to Q7.1"
Orange,"Oranges, raw, all commercial varieties",Fruits,Citrus,Q9,169097,Indonesia,47,11.8,2.4,0.94,0.02,0.03,0.05,0.02,11,53.2,0,0.18,0.09,0.04,0.28,0.06,30,0,8.4,0.1,0.07,40,181,10,0,10,0,0,0,0.11,0.7,0.1,0.44,No,No,No,,No,No,No,
Orange,"Oranges, raw, all commercial varieties",Fruits,Citrus,Q9,169097,Bangladesh,47,11.8,2.4,0.94,0.02,0.03,0.05,0.02,11,53.2,0,0.18,0.09,0.04,0.28,0.06,30,0,8.4,0.1,0.07,40,181,10,0,10,0,0,0,0.11,0.7,0.1,0.44,No,No,No,,No,No,No,
Orange,"Oranges, raw, all commercial varieties",Fruits,Citrus,Q9,169097,Nigeria,47,11.8,2.4,0.94,0.02,0.03,0.05,0.02,11,53.2,0,0.18,0.09,0.04,0.28,0.06,30,0,8.4,0.1,0.07,40,181,10,0,10,0,0,0,0.12,0.7,0.1,0.44,No,No,No,,No,No,No,
Orange,"Oranges, raw, all commercial varieties",Fruits,Citrus,Q9,169097,Kenya,47,11.8,2.4,0.94,0.02,0.03,0.05,0.02,11,53.2,0,0.18,0.09,0.04,0.28,0.06,30,0,8.4,0.1,0.07,40,181,10,0,10,0,0,0,0.11,0.7,0.1,0.44,No,No,No,,No,No,No,
Paneer,"Cheese, paneer",Animal-source foods,Cheese,Q14,2341143,Bangladesh,299,3.5,0,15.86,3.34,0.52,3.86,9.02,155,0,5.3,0.24,0.27,0.67,0.51,0.3,0,2.62,86.3,0,2.04,597,728,58,185,0,0,0.01,0.01,0.11,1.16,0.15,0.44,No,Yes,No,,No,No,No,
Papaya,"Papayas, raw",Fruits,Vitamin A-rich fruits,Q8,169926,Indonesia,43,10.82,1.7,0.47,0.07,0.06,0.13,0.08,47,60.9,0,0.3,0.02,0.03,0.36,0.04,37,0,6.1,0.25,0.08,20,182,21,8,22.8,0,0,0,0.11,0.7,0.1,0.44,No,No,No,,No,No,No,
Papaya,"Papayas, raw",Fruits,Vitamin A-rich fruits,Q8,169926,Bangladesh,43,10.82,1.7,0.47,0.07,0.06,0.13,0.08,47,60.9,0,0.3,0.02,0.03,0.36,0.04,37,0,6.1,0.25,0.08,20,182,21,8,22.8,0,0,0,0.11,0.7,0.1,0.44,No,No,No,,No,No,No,
Papaya,"Papayas, raw",Fruits,Vitamin A-rich fruits,Q8,169926,Nigeria,43,10.82,1.7,0.47,0.07,0.06,0.13,0.08,47,60.9,0,0.3,0.02,0.03,0.36,0.04,37,0,6.1,0.25,0.08,20,182,21,8,22.8,0,0,0,0.12,0.7,0.1,0.44,No,No,No,,No,No,No,
Papaya,"Papayas, raw",Fruits,Vitamin A-rich fruits,Q8,169926,Kenya,43,10.82,1.7,0.47,0.07,0.06,0.13,0.08,47,60.9,0,0.3,0.02,0.03,0.36,0.04,37,0,6.1,0.25,0.08,20,182,21,8,22.8,0,0,0,0.05,0.7,0.1,0.44,No,No,No,,No,No,No,
Paratha,"Bread, paratha",Starchy staples,Refined grains,Q1,2343195,Bangladesh,326,45.35,9.6,6.36,3.84,2.48,6.32,5.83,2,0,0,1.35,0.09,0.08,1.83,0.08,8,0,6.3,1.61,0.82,25,139,37,452,249.46,0,0,0,0.01,0.29,0.1,0.26,No,No,No,,No,No,No,"Used phytate value for flat bread, white wheat-flour"
Passion fruit ,"Passion-fruit, (granadilla), purple, raw",Fruits,Vitamin A-rich fruits,Q8,169108,Kenya,97,23.38,10.4,2.2,0.09,0.41,0.5,0.06,64,30,0,0.02,0,0.13,1.5,0.1,14,0,7.6,1.6,0.1,12,348,29,28,83,0,0,0,0.04,0.7,0.1,0.35,No,No,No,,No,No,No,"Phytate: Passion fruit, fresh pulp, raw"
Peanut butter,"Peanut butter, average of chunk and smooth style","Pulses, nuts, and seeds",Nuts and seeds,Q21,N/A,Indonesia,594,21.94,6.5,23.14,24.53,13.23,37.77,8.97,0,0,0,7.7,0.13,0.15,13.4,0.43,89.5,0,62.15,1.82,2.65,47,651.5,164,17,443,0,0,0,0.03,0.46,0.1,0.26,No,No,No,,No,No,No,
Peanut butter,"Peanut butter, average of chunk and smooth style","Pulses, nuts, and seeds",Nuts and seeds,Q21,N/A,Kenya,594,21.94,6.5,23.14,24.53,13.23,37.77,8.97,0,0,0,7.7,0.13,0.15,13.4,0.43,89.5,0,62.15,1.82,2.65,47,651.5,164,17,443,0,0,0,0.03,0.46,0.1,0.26,No,No,No,,No,No,No,
Peanuts,"Peanuts, average of raw, dry-roasted and oil-roasted","Pulses, nuts, and seeds",Nuts and seeds,Q21,N/A,Indonesia,584,17.55,8.77,26.06,25.53,13.54,39.07,7.56,0,0.27,0,6.72,0.29,0.14,13.42,0.43,152.33,0,57.37,2.56,3.11,70.33,688.33,174,10,1497.5,0,0,0,0.03,0.43,0.1,0.26,No,No,No,,No,No,No,
Peanuts,"Peanuts, average of raw, dry-roasted and oil-roasted","Pulses, nuts, and seeds",Nuts and seeds,Q21,N/A,Bangladesh,584,17.55,8.77,26.06,25.53,13.54,39.07,7.56,0,0.27,0,6.72,0.29,0.14,13.42,0.43,152.33,0,57.37,2.56,3.11,70.33,688.33,174,10,1497.5,0,0,0,0.03,0.43,0.1,0.26,No,No,No,,No,No,No,
Peanuts,"Peanuts, average of raw, dry-roasted and oil-roasted","Pulses, nuts, and seeds",Nuts and seeds,Q21,N/A,Kenya,584,17.55,8.77,26.06,25.53,13.54,39.07,7.56,0,0.27,0,6.72,0.29,0.14,13.42,0.43,152.33,0,57.37,2.56,3.11,70.33,688.33,174,10,1497.5,0,0,0,0.03,0.43,0.1,0.26,No,No,No,,No,No,No,
Pear,"Pears, raw",Fruits,Other fruits,Q10.2,169118,Indonesia,57,15.23,3.1,0.36,0.08,0.09,0.18,0.02,1,4.3,0,0.12,0.01,0.03,0.16,0.03,7,0,5.1,0.18,0.1,9,116,7,1,4.83,0,0,0,0.2,0.7,0.1,0.44,No,No,No,,No,No,No,
Pear,"Pear, raw",Fruits,Other fruits,Q10.2,169118,Kenya,57,15.23,3.1,0.36,0.08,0.09,0.18,0.02,1,4.3,0,0.12,0.01,0.03,0.16,0.03,7,0,5.1,0.18,0.1,9,116,7,1,4.83,0,0,0,0.04,0.7,0.1,0.44,No,No,No,,No,No,No,
Pigeon pea,"Pigeon peas, average of immature & mature seeds, boiled, without salt","Pulses, nuts, and seeds",Legumes,Q4,N/A,Kenya,116,21.37,5.45,6.36,0.01,0.55,0.56,0.22,1,14.05,0,0.32,0.25,0.11,1.47,0.05,105.5,0,37.9,1.34,0.86,42,420,43,5,768.73,0,0,0,0.04,0.76,0.1,0.26,No,No,No,,No,No,No,Used DIAAS value for chickpeas as a proxy
Pineapple,"Pineapple, raw, all varieties",Fruits,Other fruits,Q10.3,169124,Indonesia,50,13.1,1.4,0.54,0.01,0.04,0.05,0.01,3,47.8,0,0.02,0.08,0.03,0.5,0.11,18,0,5.5,0.29,0.12,13,109,12,1,8.59,0,0,0,0.11,0.7,0.1,0.44,No,No,No,,No,No,No,
Pineapple,"Pineapple, raw, all varieties",Fruits,Other fruits,Q10.1,169124,Bangladesh,50,13.1,1.4,0.54,0.01,0.04,0.05,0.01,3,47.8,0,0.02,0.08,0.03,0.5,0.11,18,0,5.5,0.29,0.12,13,109,12,1,8.59,0,0,0,0.06,0.7,0.1,0.44,No,No,No,,No,No,No,
Pineapple,"Pineapple, raw, all varieties",Fruits,Other fruits,Q10.2,169124,Nigeria,50,13.1,1.4,0.54,0.01,0.04,0.05,0.01,3,47.8,0,0.02,0.08,0.03,0.5,0.11,18,0,5.5,0.29,0.12,13,109,12,1,8.59,0,0,0,0.11,0.7,0.1,0.44,No,No,No,,No,No,No,
Pineapple,"Pineapple, raw, all varieties",Fruits,Other fruits,Q10.1,169124,Kenya,50,13.1,1.4,0.54,0.01,0.04,0.05,0.01,3,47.8,0,0.02,0.08,0.03,0.5,0.11,18,0,5.5,0.29,0.12,13,109,12,1,8.59,0,0,0,0.02,0.7,0.1,0.44,No,No,No,,No,No,No,
Plain whole yogurt,"Yogurt, plain, whole milk",Animal-source foods,Yogurt,Q15,171284,Indonesia,61,4.66,0,3.47,0.89,0.09,0.99,2.1,27,0.5,0.1,0.06,0.03,0.14,0.08,0.03,7,0.37,15.2,0.05,0.59,121,155,12,46,0,0,0,0,0.1,1.16,0.15,0.44,Yes,Yes,No,,No,No,No,
Plain whole yogurt,"Yogurt, plain, whole milk",Animal-source foods,Yogurt,Q15,171284,Bangladesh,61,4.66,0,3.47,0.89,0.09,0.99,2.1,27,0.5,0.1,0.06,0.03,0.14,0.08,0.03,7,0.37,15.2,0.05,0.59,121,155,12,46,0,0,0,0,0.1,1.16,0.15,0.44,Yes,Yes,No,,No,No,No,
Plain whole yogurt,"Yogurt, plain, whole milk",Animal-source foods,Yogurt,Q15,171284,Kenya,61,4.66,0,3.47,0.89,0.09,0.99,2.1,27,0.5,0.1,0.06,0.03,0.14,0.08,0.03,7,0.37,15.2,0.05,0.59,121,155,12,46,0,0,0,0,0.1,1.16,0.15,0.44,Yes,Yes,No,,No,No,No,
Plaintain,"Plaintains, average of green and yellow and of boiled, baked, and frie",Starchy staples,"White roots, tubers, and plantains",Q3,N/A,Bangladesh,195,39.9,2.77,1.37,1.46,0.93,2.38,1.25,52.5,9.63,0,0,0.06,0.1,0.63,0.23,53,0,12.7,0.42,0.19,3.33,416,42.33,2,11.48,0,0,0,0.08,0.71,0.1,0.44,No,No,No,,No,No,No,
Pointed gourd,"Gourd, pointed, boiled (without salt)",Vegetables,Other vegetables,Q7.2,03_0038 (from BGD FCT),Bangladesh,28,2.5,2.5,2.3,0.02,0.06,0.08,0.01,6,13.5,0,0.11,0.13,0.03,0.6,0.03,10,0,7.85,1.7,0.39,20,115,15,26,29.19,0,0,0,0.07,0.8,0.1,0.44,No,No,No,,No,No,No,Used phytate for raw pointed gourd as value for cooked was missing
Pork,"Pork, average of various cuts, deegrees of fat, and cooking methods",Animal-source foods,Unprocessed red meat (non-ruminant),Q18,N/A,Indonesia,288,0,0,28.59,8.78,2.46,11.23,7.12,2.67,0.18,1.23,0.29,0.49,0.36,6.26,0.41,2.67,0.8,88.42,1.2,3.1,29,337.33,20.83,78.17,0,0,0,0.01,0.12,1.26,0.15,0.44,No,No,No,,No,No,No,
