"Food","Food_group","DQQ_food_group","USDA_FDC_ID","Energy_kcal","Carbohydrates","Fiber","Monounsaturated_FAs_g","Polyunsaturated_FAs_g","Unsaturated_FAs_g","Saturated_FAs_g","VitA_RAE_mcg","VitC_mg","VitD_mcg","VitE_mg","Thiamin_mg","Riboflavin_mg","Niacin_mg","VitB6_mg","Folate_DFE_mcg","VitB12_mcg","Choline_mg","Iron_mg","Zinc_mg","Calcium_mg","Potassium_mg","Magnesium_mg","Sodium","DHA_g","EPA_g","DPA_g","ALA_g","His_g","Ile_g","Leu_g","Lys_g","Met_g_SAA","Cys_g_SAA","Phe_g_AAA","Trp_g_AAA","Tyr_g_AAA","Thr_g","Val_g","EAA_quantity","DIAAS","Phytate_mg","Iron_Abs","Zinc_Abs","DQQ_question","Comments","Food_long","Country","Liquids","Dried_Foods","V_E","V_M","V","M_E","M_M","M","N3_E","N3_M","N3","eaa_E","eaa_M","eaa","EAA","F_E","F_M","F","SUR","CFR","NaKR","NR","EMR","NDS","NVS","NVS_100","NVS_100_Cal","Cal_1000"
"Whole cow milk","Animal-source foods","Milk","172217",61,4.78,0,0.81,0.2,1.01,1.87,46,0,0.1,0.07,0.05,0.17,0.09,0.04,5,0.45,14.3,0.03,0.37,113,132,10,43,0,0,0,0.08,0.1,0.16,0.3,0.26,0.08,0.02,0.16,0.04,0.16,0.13,0.21,1.63,90.8333333333333,0,0.15,0.44,"Q25","","Milk (cow), whole, 3.25% milkfat, without added vitamin A and vitamin D","Indonesia",1,0,28.4295255803058,14.143555070683,28.4295255803058,22.0203268933435,9.88291064687514,22.0203268933435,4.07034110925118,1.99178521338409,4.07034110925118,26.683132392463,6.29393732970027,26.683132392463,63.3653914460356,1,1,1,-10.4440713396512,0,0,94.0633091093167,0,41.5064769229457,54.050043776385,427.381707507379,555.041178581011,1639.34426229508
"Whole sheep milk","Animal-source foods","Milk","N/A",89,4.91,0,1.42,0.23,1.65,3.64,50.5,2.75,1.3,0.07,0.06,0.25,0.35,0.05,4,0.39,16,0.08,0.42,163.5,170.5,16,47,0,0,0,0.08,0.17,0.34,0.59,0.51,0.16,0.04,0.28,0.08,0.28,0.27,0.45,3.16,91.75,0,0.15,0.44,"Q25","","Milk, sheep/goat, fluid, whole, unenriched","Indonesia",1,0,25.979695711471,18.8930472019793,25.979695711471,20.9147453168964,14.3193183317317,20.9147453168964,3.10439109735193,1.99178521338409,3.10439109735193,35.3016791530057,11.4529972752044,35.3016791530057,68.5718636729659,1,1,1,-12.5982667387299,0,0,92.8388065387617,0,41.031372495356,53.3397565693878,433.072842579438,562.432263090179,1123.59550561798
"Mango","Fruits","Vitamin A-rich fruits","169910",60,14.98,1.6,0.14,0.07,0.21,0.09,54,36.4,0,0.9,0.03,0.04,0.67,0.12,43,0,7.6,0.16,0.09,11,168,10,1,0,0,0,0.11,0.02,0.03,0.05,0.07,0.01,0,0.03,0.01,0.02,0.03,0.04,0.3,48.6666666666667,25,0.1,0.44,"Q8","","Mangos, raw","Bangladesh",0,0,38.3228096545185,23.1921826977779,32.3553680961546,10.2331453775534,4.57912661565306,7.95086587828842,5.29208100897405,2.36370466840313,4.09721596618274,5.37170176262455,1.80926430517711,3.5576348168766,27.714187374041,15.2781456953642,4.49668874172185,9.88741721854305,0,-9.5900530055261,0,94.5487560868214,0,24.5789776795801,44.6755320532178,517.061553346094,671.508510839083,1666.66666666667
"Papaya","Fruits","Vitamin A-rich fruits","169926",43,10.82,1.7,0.07,0.06,0.13,0.08,47,60.9,0,0.3,0.02,0.03,0.36,0.04,37,0,6.1,0.25,0.08,20,182,21,8,0,0,0,0.11,0.01,0.01,0.02,0.03,0,0,0.01,0.01,0.01,0.01,0.01,0.1,48.6666666666667,22.8,0.1,0.44,"Q8","","Papayas, raw","Bangladesh",0,0,36.0950460323074,20.9453851766617,29.9979534990516,21.7066157535025,7.03502395486439,15.7935382263845,6.98895024508007,2.36370466840313,5.02645388119318,2.74774939986339,1.13487738419619,1.90790327734223,26.8133914445061,22.1681811181272,4.71523178807947,13.4417064531033,0,-6.47967679233642,0,96.3167775346774,0,27.4841977758773,47.5367665936224,485.939655876787,631.090462177645,2325.58139534884
"Cantaloupe","Fruits","Vitamin A-rich fruits","169092",34,8.16,0.9,0,0.08,0.08,0.05,169,36.7,0,0.05,0.04,0.02,0.73,0.07,21,0,7.6,0.21,0.18,9,267,12,16,0,0,0,0.11,0.02,0.02,0.03,0.03,0.01,0,0.02,0,0.01,0.02,0.03,0.2,48.6666666666667,20,0.1,0.44,"Q8","","Melons, cantaloupe, raw","Bangladesh",0,0,46.6179444126706,23.587611694289,36.9339761866596,28.1397469218259,6.87172562418068,19.3236514108777,8.57426060407185,2.36370466840313,5.89460003016487,6.23740471606749,1.47207084468665,3.82197959904159,27.8585264365258,15.1731593299571,2.96688741721854,9.07002337358785,0,-9.28310965753167,0,94.7232309365935,0,33.7603653258654,50.2049916052006,460.113611444308,597.550144732868,2941.17647058824
"Orange","Fruits","Citrus","169097",47,11.8,2.4,0.02,0.03,0.05,0.02,11,53.2,0,0.18,0.09,0.04,0.28,0.06,30,0,8.4,0.1,0.07,40,181,10,0,0,0,0,0.11,0.02,0.03,0.02,0.05,0.02,0.01,0.03,0.01,0.02,0.02,0.04,0.25,48.6666666666667,10,0.1,0.44,"Q9","","Oranges, raw, all commercial varieties","Bangladesh",0,0,33.9325876126423,20.9171532741348,28.8437921907479,17.1575510098953,6.06018151240017,12.6834046562512,6.47925235188176,2.36370466840313,4.74733360634649,5.68482836280604,1.64066757493188,3.62992437362837,27.7536593347263,28.3411300549528,6.24503311258278,17.2930815837678,0,-4.97725649411676,0,97.170793617903,0,25.3720108918362,47.0731367327134,490.725743031836,637.306159781606,2127.65957446808
"Malta orange","Fruits","Citrus","08_0032 from BGD FCT",49,10.7,2.4,0.02,0.02,0.04,0.01,11,54,0,0.18,0.15,0.01,0.4,0.08,46,0,8.05,0.1,0.07,31,181,10,2,0,0,0,0.11,0.01,0.02,0.02,0.03,0.01,0.01,0.03,0.01,0.01,0.01,0.03,0.19,48.6666666666667,10,0.1,0.44,"Q9","Phytate value for sweet orange missing; used phytate value for orange as a proxy","Orange, sweet, ripe, raw (malta)","Bangladesh",0,0,40.3075373429962,23.8216041457711,33.7326279292247,15.2331590285284,5.58931793722709,11.3348004048569,6.25560939874373,2.36370466840313,4.62486246534233,4.27043337967333,1.4383514986376,2.82129342465432,27.3121260004377,27.2251655629139,6.24503311258278,16.7350993377483,0,-4.5017104620127,0,97.4411067654372,0,27.1769129542732,48.156649594231,479.684533592788,622.966926743881,2040.81632653061
"Grapefruit","Fruits","Citrus","173033",32,8.08,1.1,0.01,0.02,0.04,0.01,46,34.4,0,0.13,0.04,0.02,0.25,0.04,10,0,7.7,0.09,0.07,12,139,8,0,0,0,0,0.11,0.01,0.01,0.01,0.02,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.13,48.6666666666667,20.36,0.1,0.44,"Q9","Phytate value for grapefruit missing; used phytate value for pomelo as a proxy","Grapefruit, raw, pink and red and white, all areas","Bangladesh",0,0,34.9575688087062,15.660411848681,26.6142968242401,16.515636826748,3.58709113033774,10.9295590641664,9.04765189182634,2.36370466840313,6.15383811631613,4.45189237459143,1.23603542234332,2.81086133080075,27.3064298083879,19.4054221854305,3.40397350993377,11.4046978476821,0,-7.49725745101859,0,95.7383573352673,0,23.243014909385,44.6487115254766,517.372152762328,671.911886704322,3125
"Banana","Fruits","Other fruits","173944",89,22.8,2.6,0.03,0.07,0.11,0.11,3,8.7,0,0.1,0.03,0.07,0.67,0.37,20,0,9.8,0.26,0.15,5,358,27,1,0,0,0,0.05,0.08,0.03,0.07,0.05,0.01,0.01,0.05,0.01,0.01,0.03,0.05,0.38,48.6666666666667,22,0.1,0.44,"Q10.1","","Bananas, raw","Bangladesh",0,0,20.4007695519899,14.8549322097866,18.5207074524005,14.408016292564,10.2928411522562,13.5184506580878,2.31524443584496,1.61986575836506,2.0597032015912,4.65514613449388,2.07901907356948,3.33415827101772,27.592163421639,16.6417888235732,6.68211920529801,11.6619540144356,0,-8.97450356117323,0,94.898650937231,0,19.6302676643855,41.9476045388859,550.686988063551,715.17790657604,1123.59550561798
"Guava","Fruits","Other fruits","173044",68,14.3,5.4,0.09,0.4,0.49,0.27,31,228.3,0,0.73,0.07,0.04,1.08,0.11,49,0,7.6,0.26,0.23,18,417,22,2,0,0,0,0.06,0.02,0.09,0.17,0.07,0.02,0.01,0.01,0.02,0.03,0.1,0.09,0.62,48.6666666666667,50.63,0.1,0.44,"Q10.1","For phytate: used an average of pink and white flesh guava","Guavas, common, raw","Bangladesh",0,0,36.7335444986228,26.2881538359604,33.1491734688854,21.9053015829161,11.5521788466679,18.4487049488526,3.06570743747414,1.74383891003807,2.53856109506621,9.4116488786916,2.88828337874659,6.1179899672638,29.1122072593149,43.5194779898714,12.8013245033113,28.1604012465914,-2.54319974599898,-2.62354380996537,0,97.0630840784534,0,31.0403471758436,51.5970465111387,447.700044129719,581.428628739895,1470.58823529412
"Watermelon","Fruits","Other fruits","167765",127,7.55,0.4,0.04,0.05,0.09,0.02,28,8.1,0,0.05,0.03,0.02,0.18,0.05,3,0,4.1,0.24,0.1,7,112,10,1,0,0,0,0.06,0.01,0.02,0.02,0.06,0.01,0,0.02,0.01,0.01,0.03,0.02,0.19,48.6666666666667,3.9,0.1,0.44,"Q10.1","","Watermelon, raw","Bangladesh",0,0,5.97342715205839,6.32450944593301,6.42544962031611,3.26371225271279,3.71300286839777,3.53920079274131,2.10604807675781,1.74383891003807,2.01303334991203,1.93388399737739,1.4383514986376,1.65262068420784,26.6740005707392,2.68639516086979,1.87417218543046,2.28028367315013,0,-19.4597947445585,0,88.9385295793618,0,7.08364135226671,31.1400764717795,741.809353645429,963.38877096809,787.40157480315
"Pineapple","Fruits","Other fruits","169124",50,13.1,1.4,0.01,0.04,0.05,0.01,3,47.8,0,0.02,0.08,0.03,0.5,0.11,18,0,5.5,0.29,0.12,13,109,12,1,0,0,0,0.06,0.01,0.02,0.02,0.03,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.19,48.6666666666667,8.59,0.1,0.44,"Q10.1","","Pineapple, raw, all varieties","Bangladesh",0,0,30.0701522054789,19.8925389533576,26.2690587149084,12.4964590907744,4.4740143643624,9.16600121488233,3.80936211496483,1.74383891003807,2.94580056131111,4.19434574594215,1.4383514986376,2.78323664567055,27.2913460184962,15.9920529801325,4.05960264900662,10.0258278145695,0,-9.58449467528073,0,94.5519155911432,0,21.5595910901343,42.8173710277226,539.500661660045,700.65020994811,2000
"Custard apple","Fruits","Other fruits"," 171725",101,25.2,2.4,0.06,0.12,0.17,0.23,2,19.2,0,0.24,0.08,0.1,0.5,0.22,19.5,0,6.08,0.71,0.13,30,382,18,4,0,0,0,0.06,0.03,0.04,0.07,0.04,0,0.01,0.02,0.01,0.03,0.04,0.05,0.33,48.6666666666667,15.22,0.1,0.44,"Q10.1","","Custard-apple, (bullock's-heart), raw","Bangladesh",0,0,20.0318097422058,16.5637642337255,19.2266167504803,14.6120896271399,12.083158471802,14.6413553551443,2.39077332424002,1.74383891003807,2.16895431877133,3.67172401576465,1.91042234332425,2.75795259118995,27.2775402732507,13.723100124582,6.24503311258278,9.98406661858239,0,-10.7702717942934,0,93.8778880024865,0,20.5625567471729,41.9177836771374,551.078754018169,715.686693530089,990.09900990099
"Apple","Fruits","Other fruits","171688",52,13.8,2.4,0.01,0.05,0.06,0.03,3,4.6,0,0.18,0.02,0.03,0.09,0.04,3,0,3.4,0.12,0.04,6,107,5,1,0,0,0,0.06,0.01,0.01,0.01,0.01,0,0,0.01,0,0,0.01,0.01,0.06,48.6666666666667,0.51,0.1,0.44,"Q10.1","For phytate: used an average of big and small apple","Apples, raw, with skin ","Bangladesh",0,0,9.63972010718617,4.10069041629926,7.18541444792186,6.46382633527551,2.31439591423786,4.55350599522695,3.70130972592772,1.74383891003807,2.88662901493365,1.5981247860784,1,1.26543345347976,26.462586366034,25.7121752419766,6.24503311258278,15.9786041772797,0,-5.84188564339686,0,96.6793151678409,0,8.13956105802668,36.3719151000017,635.105408568352,824.812218919938,1923.07692307692
"Jackfruit","Fruits","Other fruits","174687",95,23.2,1.5,0.16,0.09,0.25,0.2,5,13.7,0,0.34,0.11,0.06,0.92,0.33,24,0,6.08,0.23,0.13,24,448,29,2,0,0,0,0.08,0.03,0.07,0.1,0.07,0.03,0.02,0.05,0.03,0.1,0.09,0.09,0.69,48.6666666666667,68.79,0.1,0.35,"Q10.1","","Jackfruit, raw","Bangladesh",0,0,23.7887136415966,18.4784492426905,22.2146833011552,16.4846780714027,12.9063724428387,16.1591769455234,2.97148218594023,1.99178521338409,2.62274167105856,7.59215389935012,3.12431880108992,5.32599043415536,28.6797551066337,9.4541652143604,4.27814569536424,6.86615545486232,0,-15.9234615240029,0,90.948676440116,0,23.5791878141785,42.2938337039411,546.178910185847,709.323259981619,1052.63157894737
"Rose apple","Fruits","Other fruits","168171",25,5.7,1.9,0.08,0.16,0.23,0.06,17,22.3,0,0.11,0.02,0.03,0.8,0.06,13,0,7.35,0.07,0.06,29,123,5,0,0,0,0,0.2,0.01,0.04,0.08,0.06,0.02,0.01,0.04,0.01,0.04,0.04,0.05,0.4,48.6666666666667,0.51,0.1,0.44,"Q10.2","Phytate value for rose-apple missing; used phytate value for apple as a proxy","Rose-apples, raw (jamrul)","Bangladesh",0,0,41.9484330978077,12.3599176403414,28.5585617517792,21.979969361173,3.70107672008315,14.0703277046337,19.7290807664322,3.47946303346023,12.614202557084,16.1641319155465,2.14645776566757,9.12434264123417,30.7537532845689,41.6927152317881,5.1523178807947,23.4225165562914,-0.780411043026897,-2.98860945077253,0,97.8575874383979,0,28.1816270186215,50.3524814242528,458.765871047492,595.79983252921,4000
"Starfruit","Fruits","Other fruits","171715",31,6.73,2.8,0.03,0.18,0.21,0.02,3,34.4,0,0.15,0.01,0.02,0.37,0.02,12,0,7.6,0.08,0.12,3,133,10,2,0,0,0,0.2,0.01,0.04,0.08,0.08,0.02,0.01,0.04,0.01,0.04,0.04,0.05,0.42,48.6666666666667,3.8,0.1,0.44,"Q10.2","","Carambola, raw (starfruit)","Bangladesh",0,0,26.089826991682,13.2343799916095,20.6641922077474,16.975678841781,3.4324799661685,11.1015262443936,16.104097392284,3.47946303346023,10.629092614098,13.7587809137223,2.21389645776567,7.95498820488732,30.1152556313434,49.3614612262337,7.11920529801325,28.2403332621235,0,-2.36978201678777,0,98.6529522008762,0,21.637019473727,47.2137700030261,489.264043064543,635.407848135771,3225.8064516129
"Jujube","Fruits","Other fruits","168151",79,20.23,1.9,0.08,0.16,0.23,0.06,2,69,0,0.11,0.02,0.04,0.9,0.08,13,0,7.35,0.48,0.05,21,250,10,3,0,0,0,0.2,0.01,0.04,0.08,0.06,0.02,0.01,0.04,0.01,0.04,0.04,0.05,0.4,48.6666666666667,15.8,0.1,0.44,"Q10.2","","Jujube, raw","Bangladesh",0,0,21.3337949551477,18.6465677909763,21.0098867068786,11.4759379493366,7.32079395491315,10.1942421897937,6.92692429317475,3.47946303346023,5.60349782172868,5.43379859894746,2.14645776566757,3.75734798748036,27.8232359112382,13.8774415290469,5.1523178807947,9.51487970492078,0,-10.923174633324,0,93.7909739186861,0,19.8020086426621,41.6289139226017,554.90277846183,720.652959041337,1265.82278481013
"Java plum (jambolan)","Fruits","Other fruits","168150",60,15.56,1.9,0.08,0.16,0.23,0.06,0,14.3,0,0.11,0.01,0.01,0.26,0.04,13,0,7.35,0.19,0.09,19,79,15,14,0,0,0,0.2,0.01,0.04,0.08,0.06,0.02,0.01,0.04,0.01,0.04,0.04,0.05,0.4,48.6666666666667,8,0.1,0.44,"Q10.2","","Java-plum, raw (jambolan)","Bangladesh",0,0,15.1513622233062,7.43131233822575,11.8439455634962,9.64020339141378,4.28559168999501,7.45175148160162,8.80378365268009,3.47946303346023,6.63130175669589,7.00691845246121,2.14645776566757,4.54417590739797,28.2528642298592,17.955298013245,5.1523178807947,11.5538079470199,0,-8.37297371092104,0,95.240576673501,0,13.4937294710499,38.7605009169147,595.967530180173,773.983805428796,1666.66666666667
"Hog plum (amra)","Fruits","Other fruits","08_0016 from BGD FCT",51,8.9,1.6,0.08,0.16,0.23,0.06,4.4,77,0,0.11,0.28,0.04,0.3,0.06,13,0,7.35,2.8,0.17,57,175,40,1,0,0,0,0.2,0.01,0.04,0.08,0.06,0.02,0.01,0.04,0.01,0.04,0.04,0.05,0.39,48.6666666666667,3.81,0.1,0.44,"Q10.2","Phytate value for hog plum missing; used phytate value for plum as a proxy","Hog plum, raw (amra)","Bangladesh",0,0,33.896773212735,23.7400699356976,30.3121720708717,48.3222744382037,19.6138206725682,37.8612499753226,10.1809219443295,3.47946303346023,7.38544891640867,7.96881062295336,2.11273841961853,5.0084204410547,28.5063537075138,17.7978184651344,4.49668874172185,11.1472536034281,0,-5.64734408480884,0,96.7898978191049,0,40.8136276381695,55.5176147803668,416.084157998968,540.369036362297,1960.78431372549
"Lychee","Fruits","Other fruits","169086",66,16.53,1.3,0.12,0.13,0.25,0.1,0,71.5,0,0.07,0.01,0.07,0.6,0.1,14,0,7.1,0.31,0.07,5,171,10,1,0,0,0,0.2,0.01,0.04,0.08,0.04,0.01,0.01,0.04,0.01,0.04,0.04,0.05,0.37,48.6666666666667,2.57,0.1,0.44,"Q10.2","","Litchis, raw","Bangladesh",0,0,23.2096765375338,18.6194930776011,21.9839273246339,9.31521106784217,4.70751480069352,7.50632656493809,8.09434877516371,3.47946303346023,6.24280170472264,5.96632601347424,2.04529972752044,3.97310616278712,27.941045434438,11.546357615894,3.84105960264901,7.69370860927152,0,-13.0688551326873,0,92.5713114460136,0,18.9897603843844,40.5198549080493,570.090886367195,740.377774502851,1515.15151515152
"White rice","Starchy staples","Refined grains","N/A",130,28.5,0.4,0.07,0.06,0.13,0.06,0,0,0,0.04,0.02,0.02,0.4,0.07,2.33,0,2.1,0.2,0.44,4.67,30,11,0.33,0,0,0,0.01,0.06,0.11,0.2,0.09,0.06,0.05,0.13,0.03,0.08,0.09,0.15,1.05,35.8333333333333,45.7,0.1,0.44,"Q1","","White rice, cooked, unenriched, average of long-, medium-, and short-grain","Bangladesh",0,0,2.88049754218286,3.20545390577203,3.15267626878386,3.65851552608618,3.41008089301512,3.59093285479858,1.18008731506185,1.12397315167301,1.16650930321195,8.39056334386146,4.33821525885559,6.33248619720226,22.2219970488643,2.6474783494651,1.87417218543046,2.26082526744778,0,-73.8017367768129,0,58.0491089929548,0,3.75068834150061,17.6089810152596,1311.83059258125,1703.67609426137,769.230769230769
"Paratha","Starchy staples","Refined grains","2343195",326,45.35,9.6,3.84,2.48,6.32,5.83,2,0,0,1.35,0.09,0.08,1.83,0.08,8,0,6.3,1.61,0.82,25,139,37,452,0,0,0,0.01,0.06,0.11,0.2,0.09,0.06,0.05,0.13,0.03,0.08,0.09,0.15,0.9,11.0833333333333,249.46,0.1,0.26,"Q1","Used phytate value for flat bread, white wheat-flour","Bread, paratha","Bangladesh",0,0,4.45970105391662,12.3256932764745,8.78965876248361,4.67915766027391,15.5169867232183,10.9821554518285,1.07181395999399,1.12397315167301,1.10721675162717,3.17469283578879,3.83242506811989,3.47068111854785,7.14523999723933,16.7672774550035,21.9801324503311,19.3737049526673,-4.79990262776174,-4.77731100334574,-11.4645248341589,88.0393102451693,-37.6923076923077,6.18980985094777,27.3330671161087,845.130182495548,1097.57166557863,306.748466257669
"Brown rice","Starchy staples","Whole grains","N/A",118,24.55,1.7,0.33,0.33,0.67,0.21,0,0,0,0.17,0.14,0.04,1.95,0.14,6.5,0,9.2,0.55,0.67,6.5,82.5,41.5,2.5,0,0,0,0.01,0.06,0.1,0.2,0.09,0.06,0.03,0.13,0.03,0.09,0.09,0.14,1.03,35.8333333333333,612.16,0.1,0.26,"Q2","","Brown rice, cooked, unenriched, average of long- and medium-grain","Bangladesh",0,0,12.2207517684957,11.8669370200176,12.6368596379467,10.2789154550553,10.4405243403126,11.2767872355912,1.19840127930543,1.12397315167301,1.17653837886914,9.03015266192013,4.27077656675749,6.61865898047658,22.3782547624011,8.71382871253788,4.71523178807947,6.71453025030868,0,-14.8594590650064,0,91.5534840386631,0,13.3286751798891,36.2163108448096,637.83415431201,828.356044561052,847.457627118644
"Chapati (roti)","Starchy staples","Whole grains","2343193",299,46.13,9.7,2.09,0.76,2.85,3.31,0,0,0,0.55,0.36,0.18,4.61,0.28,38,0,7.8,2.2,1.54,36,196,56,298,0,0,0,0.01,0.17,0.22,0.67,0.19,0.12,0.1,0.29,0.05,0.23,0.22,0.31,2.57,11.0833333333333,249.46,0.1,0.26,"Q2","Used phytate value for flat bread, white wheat-flour","Bread, chappatti or roti","Bangladesh",0,0,12.4658622755721,30.7678823141831,22.7239251572333,8.65590038768957,23.9609122113568,17.9753825064193,1.07829883263559,1.12397315167301,1.11076799140709,8.8991758928742,9.46355585831063,9.15042255902533,10.2465251747276,18.3701521628386,22.1986754966887,20.2844138297637,-6.25153442913737,-4.81021370795687,-5.29824524511863,90.7005399977413,-32.5,18.7853546036329,36.5816839288997,631.463550034965,820.082532512941,334.448160535117
"Corn","Starchy staples","Whole grains","N/A",97,21.35,2.55,0.37,0.6,0.98,0.2,6.5,5.85,0,0.09,0.09,0.06,1.67,0.13,21.5,0,29.1,0.5,0.58,2.5,235,28.5,2,0,0,0,0.01,0.09,0.13,0.36,0.14,0.07,0.03,0.16,0.02,0.13,0.13,0.19,1.45,23,196,0.1,0.26,"Q2","","Corn, boiled, average of sweet white and yellow varieties","Bangladesh",0,0,18.5717017934317,14.7532870003101,17.5035147517379,12.9388158824715,10.5361053875502,12.8282100143464,1.24135413358804,1.12397315167301,1.20006018002391,15.1324281895877,5.68698910081744,10.3791838440595,17.4242675571206,15.075749300198,6.5728476821192,10.8242984911586,-0.435400410029303,-8.56292443671954,0,94.8851102781832,0,15.3227898043899,39.0493158537302,591.559659752485,768.259298379851,1030.92783505155
"Unsalted popcorn","Starchy staples","Whole grains","170246",382,77.9,15.1,1.1,1.9,3,0.57,1,0,0,0.27,0.2,0.28,1.94,0.25,23,0,15.37,2.66,3.44,10,301,131,4,0,0,0,0.01,0.37,0.43,1.47,0.34,0.25,0.22,0.59,0.09,0.49,0.45,0.61,5.3,23,39,0.1,0.44,"Q2","","Snacks, popcorn, air-popped (Unsalted)","Bangladesh",0,0,6.78483266220698,21.6779610290423,14.9418758912048,15.0920339955159,42.6396719761034,32.1158577818392,1.06128625905246,1.12397315167301,1.10145158206395,14.0785885352103,18.6689373297003,16.345270177066,20.6819044242335,22.1649214659686,34,28.0824607329843,0,-5.22862880970217,0,97.027906836726,-48.4615384615385,25.6205039013806,42.1449177848398,548.108792569752,711.829600739938,261.780104712042
"Sweet potato","Starchy staples","White roots, tubers, and plantains","N/A",110,19.06,2.93,1.22,1.29,2.51,0.46,872.67,16.73,0,1.25,0.09,0.08,1.12,0.24,5.67,0,11.93,0.68,0.27,33.33,378.33,23,78.67,0,0,0,0,0.03,0.06,0.1,0.07,0.03,0.02,0.1,0.03,0.04,0.09,0.09,0.67,99.0833333333333,10.33,0.1,0.44,"Q3","","Sweet potato, cooked, average of boiled, baked and fried","Bangladesh",0,0,32.1575359087846,30.7951657312097,33.1128226827935,14.9924056832969,13.2742728819223,15.5261201568816,1,1,1,6.442025414154,3.05688010899183,4.7169994235019,55.8760294187527,15.2619205298013,7.40331125827815,11.3326158940397,-0.308942329408671,-6.62536359265921,0,96.0583541167073,0,37.6403774325086,53.4232507341311,432.396001414452,561.553248590198,909.090909090909
"Potato","Starchy staples","White roots, tubers, and plantains","N/A",107,20.7,1.86,0.75,0.8,1.55,0.28,0.43,11,0,0.34,0.08,0.03,1.38,0.3,18.29,0,14.19,0.7,0.32,9.86,451.57,25.57,92.43,0,0,0,0.04,0.04,0.08,0.12,0.12,0.03,0.03,0.09,0.03,0.07,0.07,0.11,0.79,99.0833333333333,47.61,0.1,0.44,"Q3","","Potato, cooked, average of skin eaten and not eaten and of boiled, baked, fried, and roasted","Bangladesh",0,0,19.0427992706391,16.6910673351271,18.7726277518301,16.2571165748393,13.8596754465496,16.5677922514268,1.8751906900202,1.49589260669205,1.75083132915194,7.70990880510127,3.46151226158038,5.55354212125679,56.3328032870831,10.3074828247818,5.06490066225166,7.68619174351674,-0.293013965322434,-11.4229273456855,0,93.340344029174,0,30.5254999388969,47.8173269345103,483.088484465836,627.387642163424,934.579439252336
