"Food","Food_group","DQQ_food_group","USDA_FDC_ID","Energy_kcal","Carbohydrates","Fiber","Monounsaturated_FAs_g","Polyunsaturated_FAs_g","Unsaturated_FAs_g","Saturated_FAs_g","VitA_RAE_mcg","VitC_mg","VitD_mcg","VitE_mg","Thiamin_mg","Riboflavin_mg","Niacin_mg","VitB6_mg","Folate_DFE_mcg","VitB12_mcg","Choline_mg","Iron_mg","Zinc_mg","Calcium_mg","Potassium_mg","Magnesium_mg","Sodium","DHA_g","EPA_g","DPA_g","ALA_g","His_g","Ile_g","Leu_g","Lys_g","Met_g_SAA","Cys_g_SAA","Phe_g_AAA","Trp_g_AAA","Tyr_g_AAA","Thr_g","Val_g","EAA_quantity","DIAAS","Phytate_mg","Iron_Abs","Zinc_Abs","DQQ_question","Comments","Food_long","Country","Liquids","Dried_Foods","V_E","V_M","V","M_E","M_M","M","N3_E","N3_M","N3","eaa_E","eaa_M","eaa","EAA","F_E","F_M","F","SUR","CFR","NaKR","NR","EMR","NDS","NVS","NVS_100","NVS_100_Cal","Cal_1000"
"Bitter melon","Vegetables","Other vegetables","168394",19,4.32,2,0.03,0.08,0.11,0.01,6,33,0,0.14,0.05,0.05,0.28,0.04,51,0,10.8,0.38,0.77,9,319,16,6,0,0,0,0.07,0,0.03,0.04,0.02,0,0.03,0.01,0,0.05,0.02,0.03,0.23,57.8333333333333,13.84,0.1,0.44,"Q7.2","Used phytate for raw bitter gourd as phytate value for cooked was missing","Balsam-pear (bitter gourd or bitter melon), pods, cooked, boiled, drained, without salt","Bangladesh",0,0,53.5254720800415,18.2819941896104,37.7779397128726,63.5820334255214,10.8573549029457,41.5228087002365,9.62523456348852,1.86781206171108,6.19857315189502,12.3428887035072,1.57322888283379,6.92635796141346,34.5588332127527,57.3611014290694,5.37086092715232,31.3659811781108,0,-2.11706326829818,0,98.7966043307087,0,48.7185014019344,63.4540717435886,364.042832323586,472.78289912154,5263.15789473684
"Pointed gourd","Vegetables","Other vegetables","03_0038 from BGD FCT",28,2.5,2.5,0.02,0.06,0.08,0.01,6,13.5,0,0.11,0.13,0.03,0.6,0.03,10,0,7.85,1.7,0.39,20,115,15,26,0,0,0,0.07,0,0.03,0.04,0.02,0,0.03,0.01,0,0.05,0.02,0.03,0.23,57.8333333333333,29.19,0.1,0.44,"Q7.2","Used phytate for raw pointed gourd as value for cooked was missing","Gourd, pointed, boiled (without salt)","Bangladesh",0,0,41.3235979745792,11.0600328783611,27.5445264961672,50.636639541194,10.6240016643904,34.1027593658585,6.85283773951007,1.86781206171108,4.68035584352587,8.52533395016668,1.57322888283379,5.01693023470007,33.5162364733766,48.8062913907285,6.4635761589404,27.6349337748344,0,-0.913499492500282,-0.68857058794671,99.0893403019264,0,38.3521704217651,56.8391105184897,406.4103007468,527.805585385454,3571.42857142857
"Ash gourd","Vegetables","Other vegetables","N/A",14,3.02,1.95,0.04,0.09,0.12,0.02,0,11.75,0,0.08,0.04,0.06,0.39,0.03,4.5,0,4.9,0.39,0.6,18.5,5.5,10,109,0,0,0,0.07,0,0.03,0.04,0.01,0,0.03,0.01,0,0.05,0.02,0.03,0.22,57.8333333333333,14.6,0.1,0.44,"Q7.2","","Ash gourd, average of raw and cooked","Bangladesh",0,0,48.7969915551785,7.4652622377114,29.5879721084661,50.2680397732982,4.72491874426299,30.5738567832596,12.7056754790201,1.86781206171108,7.88548127230519,15.8838090544317,1.53950953678474,8.68055594272766,35.5166705113062,75.5778145695364,5.26158940397351,40.419701986755,0,-1.48282453233395,-70.4650547359002,59.1028914333352,0,38.6703224334121,44.083914347655,524.000655155723,680.520331371069,7142.85714285714
"Kohlrabi","Vegetables","Other vegetables","N/A",28,6.45,2.35,0.01,0.05,0.06,0.01,2,58,0,0.5,0.05,0.02,0.4,0.15,14,0,12.75,0.4,0.17,24.5,345,19,20.5,0,0,0,0.07,0.02,0.08,0.07,0.06,0.01,0.01,0.04,0.01,0.02,0.05,0.05,0.42,57.8333333333333,9.81,0.1,0.44,"Q7.3","","Kohlrabi, average of raw and cooked (boiled)","Bangladesh",0,0,47.3690838272443,20.5188822745824,35.7129580056146,45.3612994060368,10.4981955206102,31.0617440494388,6.85283773951007,1.86781206171108,4.68035584352587,15.1830019016445,2.21389645776567,8.66734132593328,35.5094549900329,45.9379139072848,6.13576158940397,26.0368377483444,0,-2.72370179652501,0,98.4517746845544,0,41.8291028363164,58.5004495149477,394.86876069384,512.816572329663,3571.42857142857
"Taro shoots","Vegetables","Other vegetables","169309",14,3.2,1.81,0.01,0.03,0.04,0.02,3,18.9,0,0.25,0.04,0.05,0.81,0.11,3,0,9.9,0.41,0.54,14,344,8,2,0,0,0,0.07,0.02,0.03,0.04,0.04,0.01,0.01,0.03,0,0.02,0.03,0.04,0.26,57.8333333333333,26.49,0.1,0.44,"Q7.3","Used phytate for raw taro shoots as phytate value for cooked was missing","Taro shoots, cooked, without salt","Bangladesh",0,0,65.5606864847325,12.1616716289104,40.8941899833833,65.8819871256926,9.73600667885027,42.1864006712111,12.7056754790201,1.86781206171108,7.88548127230519,18.6870376655802,1.67438692098093,10.1501094695304,36.3190846032082,70.2235099337748,4.95562913907285,37.5895695364238,0,-1.71029585769322,0,99.0278218609832,0,51.6412882463196,66.186731829619,349.012549214019,453.263050927298,7142.85714285714
"Green papaya","Vegetables","Other vegetables","N/A",31,5.9,1.55,0.01,0.05,0.06,0.02,1,15.4,0,0.25,0.03,0.02,0.15,0.11,12.22,0,9.9,0.6,0.21,16,111.5,52,7.5,0,0,0,0.07,0.02,0.03,0.04,0.04,0.01,0.01,0.03,0,0.02,0.03,0.04,0.26,57.8333333333333,23,0.1,0.44,"Q7.3","","Green papaya, average of raw and cooked (boiled)","Bangladesh",0,0,33.7768271978246,9.85000485165975,22.9310225877568,41.5015089372382,11.4233938374458,29.4094763231665,6.28643408729941,1.86781206171108,4.37018241493432,8.69488406777648,1.67438692098093,5.1523304298112,33.5901684687901,27.7715231788079,4.38741721854305,16.0794701986755,0,-3.82534733717263,0,97.8255697465342,0,33.1625370992176,51.8548255747601,445.474451875193,578.538249188563,3225.8064516129
"Radish","Vegetables","Other vegetables","N/A",16,3.39,1.53,0.02,0.07,0.09,0.04,0,22.03,0,0,0.02,0.02,0.22,0.05,19.67,0,7.05,0.45,0.14,23.67,264,11.33,16.67,0,0,0,0.07,0.02,0.03,0.04,0.04,0.01,0.01,0.03,0,0.02,0.03,0.04,0.26,57.8333333333333,1.75,0.1,0.44,"Q7.3","","Radish, average of oriental and icicle white radish, and of raw and cooked (boiled)","Bangladesh",0,0,43.7301383931049,10.4715188651642,28.5023504812594,56.7733343543811,8.09673207063333,36.1349793445253,11.2424660441426,1.86781206171108,7.08419991511036,16.409414419022,1.67438692098093,9.01090983547677,35.6970522490394,52.2005380794702,4.34370860927152,28.2721233443709,0,-2.17484083968537,-0.108255367347871,98.7022267452933,0,41.0837342908589,58.5996012015077,394.200634925236,511.948876526281,6250
"Egg","Animal-source foods","Eggs","N/A",164,1.05,0,4.89,2.45,7.34,3.56,175.25,0,1.98,1.2,0.05,0.44,0.07,0.15,42.5,0.9,269.88,1.47,1.14,56.5,131.75,11.25,157.75,0.05,0,0,0.35,0.28,0.63,1.01,0.84,0.35,0.26,0.63,0.15,0.47,0.53,0.77,5.92,85.3333333333333,0,0.15,0.44,"Q13","","Egg, average of various cooking methods (omelet, scrambled, boiled, fried)","Bangladesh",0,0,41.0477396671908,51.7011144893948,48.8108727552277,12.9609052013977,14.1902540613566,14.8980476868234,5.99632489958176,5.3390603085554,6.11223475683702,35.8824521949428,20.7595367847411,28.2965723414569,61.2432295124476,1,1,1,-2.14218070259523,0,-4.14766284144279,96.4246838558113,-6.53846153846154,48.5141657434116,58.3731549380242,395.729852609914,513.934873519369,609.756097560976
"Full-fat cheese","Animal-source foods","Cheese","N/A",363,2.8,0,7.81,0.73,8.54,16.31,222,0,0.5,0.34,0.03,0.34,0.12,0.07,15.5,1.53,15.68,0.41,3.3,774.75,91.25,30,783.25,0,0,0,0.11,0.87,1.39,2.45,1.99,0.68,0.18,1.36,0.47,1.4,1.07,1.75,13.6,90.8333333333333,0,0.15,0.44,"Q14","","Cheese (high-fat), average of multiple varieties of soft and hard cheeses","Bangladesh",0,0,13.2391194391452,33.7760770405958,24.7161763743139,21.0718824288795,39.0917859056844,33.4851291203161,1.70943487751637,2.36370466840313,2.13529070371782,37.2246417456412,46.6559945504087,41.9205363143446,71.6854066124935,1,1,1,-10.7985777624318,0,-30.45339176475,76.5512716496875,-44.8076923076923,48.1385708582999,45.9940833507878,502.238512371707,652.257808274945,275.482093663912
"Low-fat cottage cheese","Animal-source foods","Cheese","2341152",143,3.18,0,2.39,0.33,2.72,5.2,83,0,0.1,0.24,0.03,0.15,0.09,0.04,11,0.41,18.6,0.07,0.38,78,98,8,297,0,0,0,0.11,0.87,1.39,2.45,1.99,0.68,0.18,1.36,0.47,1.4,1.07,1.75,13.6,90.8333333333333,0,0.15,0.44,"Q14","","Cottage cheese, farmer's (low-fat)","Bangladesh",1,0,13.1539636260896,15.4805510154626,13.1539636260896,6.48106318109615,7.36594856346101,6.48106318109615,2.80087315061848,2.36370466840313,2.80087315061848,93.7763187495283,46.6559945504087,93.7763187495283,100,1,1,1,-10.810295065451,0,-10.6767783681094,87.7861698783914,-2.5,35.8228533418921,48.6118703032867,475.192578600256,617.133218961371,699.300699300699
"Paneer","Animal-source foods","Cheese","2341143",299,22.46,0,3.34,0.52,3.86,9.02,155,0,5.3,0.24,0.27,0.67,0.51,0.3,0,2.62,86.3,0,2.04,597,728,58,185,0,0.01,0.01,0.11,0.87,1.39,2.45,1.99,0.68,0.18,1.36,0.47,1.4,1.07,1.75,13.6,90.8333333333333,0,0.15,0.44,"Q14","","Cheese, paneer","Bangladesh",0,0,31.0212612508935,59.7016150470953,47.7434899160445,24.2847043303826,47.966461622785,40.2907706447282,1.86128715899145,2.36370466840313,2.21844790547798,45.0927011548777,46.6559945504087,45.8559064038707,73.834220084811,1,1,1,-13.3924881293747,0,0,92.3873497512993,-32.5,65.385971444845,63.6201231557555,363.092663990076,471.548914272826,334.448160535117
"Plain whole yogurt","Animal-source foods","Yogurt","171284",61,4.66,0,0.89,0.09,0.99,2.1,27,0.5,0.1,0.06,0.03,0.14,0.08,0.03,7,0.37,15.2,0.05,0.59,121,155,12,46,0,0,0,0.1,0.09,0.19,0.35,0.31,0.1,0.03,0.19,0.02,0.18,0.14,0.29,1.88,90.8333333333333,0,0.15,0.44,"Q15","","Yogurt, plain, whole milk","Bangladesh",1,0,23.1729406634499,11.5357712790576,23.1729406634499,26.923020550226,11.7843408558603,26.923020550226,4.83792638656398,2.23973151673011,4.83792638656398,30.7041570396024,7.13692098092643,30.7041570396024,65.5609745138873,1,1,1,-12.0827764198439,0,0,93.1318250926228,0,42.1279336691555,54.1664219908431,426.463464836298,553.848655631556,1639.34426229508
"Beef","Animal-source foods","Unprocessed red meat (ruminant)","N/A",265,0,0,7.38,0.62,8.01,6.47,1.67,0,0.2,0.2,0.07,0.21,4.84,0.37,8.14,2.61,90.42,2.5,5.91,11.29,336.57,22.57,66.71,0,0,0.01,0.01,0.9,1.23,2.16,2.31,0.7,0.29,1.06,0.25,0.9,1.15,1.32,12.28,87.1666666666667,0,0.2,0.44,"Q17","","Beef, average of various cuts, deegrees of fat, and cooking methods","Bangladesh",0,0,25.1134953267093,41.586337468534,35.086992081689,25.9024778649519,36.496733982009,34.7438104650954,1.43818981415804,1.61490683229814,1.57669578258314,45.931246299592,42.2050408719346,44.0490867351963,70.8455555093421,1,1,1,-4.10288147539829,0,0,97.6678118821272,-25.9615384615385,54.2364007335388,59.6776269274647,387.079734723315,502.700954186123,377.358490566038
"Goat","Animal-source foods","Unprocessed red meat (ruminant)","175304",143,0,0,1.36,0.23,1.59,0.93,0,0,0,0.34,0.09,0.61,3.95,0,5,1.19,106.4,3.73,5.27,17,405,0,86,0,0,0,0.01,0.57,1.37,2.26,2.02,0.73,0.32,0.94,0.4,0.83,1.29,1.45,12.18,87.1666666666667,0,0.2,0.44,"Q17","No other cooking methods available","Game meat, goat, cooked, roasted","Bangladesh",0,0,36.901225046778,41.8416042393239,41.4318234095049,44.7708079436083,36.4121998536916,45.3196786670431,1.16371574096532,1.12397315167301,1.15754391739718,84.033629100991,41.8678474114441,62.9381149983832,81.1594516582579,1,1,1,-2.74906693974518,0,0,98.4373564553219,-2.5,66.8285751670024,70.4608970638734,327.84141222414,425.768067823558,699.300699300699
"Dove","Animal-source foods","Poultry","169905",213,0,0,5.46,2.73,8.2,3.74,28,2.9,0.2,0.06,0.28,0.35,7.6,0.57,6,0.41,63.6,5.91,3.83,17,256,26,57,0.02,0.01,0.04,0.03,0.66,1.12,1.87,1.88,0.6,0.34,0.99,0.26,0.82,0.98,1.22,10.73,83.5,0,0.15,0.44,"Q19","No other cooking methods available","Dove, cooked (includes pigeon)","Bangladesh",0,0,28.7419205942187,47.9757081200511,40.3648500824741,30.259524140831,39.2001834119514,38.7190917246769,4.81616011860637,5.30434782608696,5.44694482685587,49.8910519239523,36.9785422343324,43.415524437602,68.4975196900308,1,1,1,-1.9665034283958,0,0,98.8821865908238,-15.9615384615385,59.2396193296011,64.5522449895355,357.849676703649,464.739839874869,469.483568075117
"Chicken liver","Animal-source foods","Organ meat","N/A",170,0.99,0,1.4,1.63,3.03,2.05,4138.5,15.3,0,0.8,0.29,2.15,12.49,0.8,569,18.99,308.4,12.26,4,10.5,289,26,84,0,0,0,0.01,0.73,1.18,2.19,1.93,0.62,0.39,1.19,0.25,0.94,1.05,1.44,11.92,83.5,0,0.15,0.44,"Q19","","Chicken liver, average of various cooking methods","Bangladesh",0,0,89.9099050857556,100,100,42.1690869816516,43.5669417463401,47.8831727238893,1.13771382916494,1.12397315167301,1.14330477522078,69.2605797267135,40.9911444141689,55.1105727559848,74.8833174204218,1,1,1,-3.30595221391734,0,0,98.1208078961616,-7.69230769230769,98.7555283724927,88.4976924950286,261.02375495607,338.991889553338,588.235294117647
"Quail","Animal-source foods","Poultry","169902",227,0,0,4.89,3.49,8.38,3.96,70,2.3,0.2,0.7,0.22,0.3,7.92,0.62,6,0.36,65.9,4.43,3.1,15,216,22,52,0,0.01,0.04,0.03,0.66,1.12,1.87,1.88,0.6,0.34,0.99,0.26,0.82,0.98,1.22,10.73,83.5,0,0.15,0.44,"Q19","No other cooking methods available","Quail, cooked, total edible","Bangladesh",0,0,27.7328159601023,48.7971490045326,40.2659797690366,22.0406685767589,30.7967760151546,29.3602346141633,3.55771587559206,4.07453416149068,4.0843274012596,46.842814024253,36.9785422343324,41.8908861967985,67.6650279249059,1,1,1,-2.06648140678135,0,0,98.8253564204575,-18.6538461538461,53.512002807752,60.697442345404,380.576167749334,494.254763310823,440.528634361233
"Duck","Animal-source foods","Poultry","N/A",291,0,0,9.86,2.92,12.78,7.74,49.67,0,0.1,0.7,0.2,0.34,4.9,0.2,7.33,0.33,55.1,2.69,2.1,11.33,219.33,17.33,169,0,0,0,0,0.46,0.87,1.47,1.49,0.48,0.3,0.75,0.23,0.64,0.77,0.94,8.39,83.5,0,0.15,0.44,"Q19","","Duck, average of with and without skin and of different cooking methods","Bangladesh",0,0,15.0181803383958,35.9832801004653,26.8163324665263,11.1027187198394,21.2046373430591,17.8011487386982,1,1,1,28.7536146368869,29.0882152588556,28.8966972016865,60.5698659098137,1,1,1,-2.87499914437034,0,0,98.3657732051,-30.9615384615385,36.897279263882,48.8310637617382,473.059528514718,614.363024045088,343.642611683849
"Chicken","Animal-source foods","Poultry","N/A",208,0.25,0,4.22,2.4,6.63,2.96,26.83,0,0.1,0.28,0.07,0.2,6.71,0.4,5,0.32,63.43,1.41,2.33,17.29,274,22,85.29,0.04,0.01,0.02,0.08,0.79,1.31,1.97,2.21,0.71,0.32,1.02,0.29,0.88,1.1,1.27,11.88,83.5,0,0.15,0.44,"Q19","","Chicken, average of various cuts, with and without skin, and of different cooking methods","Bangladesh",0,0,20.9319959148405,35.2904831824904,29.5670168807013,14.9407636362797,19.9319870377799,19.2455466317203,4.9078947368421,5.30434782608696,5.49718045112782,56.5036697948248,40.8562670299727,48.6624828820453,71.3624942000818,1,1,1,-1.90792387479953,0,0,98.9154847837321,-15,43.3597718874264,55.334009860257,417.464775430839,542.162046014076,480.769230769231
"Lean fish","Animal-source foods","Fish and seafood","N/A",174,2.35,0.1,3.2,2.26,5.46,1.88,15,0.24,1.73,1.42,0.07,0.1,4.1,0.24,22.6,1.93,64.13,0.8,0.58,17.6,370.6,28,257.2,0.09,0.05,0.04,0.96,0.73,1.14,2.02,2.28,0.73,0.27,0.97,0.28,0.84,1.09,1.28,11.62,76.1666666666667,0,0.15,0.44,"Q20","","Lean fish, average of various species consumed in Bangladesh, and of different cooking methods","Bangladesh",0,0,31.7604620868198,40.9573378394712,38.2575473842518,10.8681445505545,14.4504294505705,13.8662445173754,13.9166074251257,12.9014225606091,14.590825944569,65.9874928513974,39.9795640326975,52.9675092013122,69.7089605394337,1.30771865722768,1.21854304635762,1.26313085179265,-1.28742186106983,0,-2.35505929671466,97.9295157984217,-8.46153846153846,46.1143618620704,58.0497681461151,397.934405902462,516.797929743457,574.712643678161
"Fatty fish","Animal-source foods","Fish and seafood","N/A",216,0,0,7,2.05,9.06,2.86,394,1.13,1.73,1.42,0.13,0.13,3.14,0.27,13.33,4.66,64.13,1.22,1.55,61.33,439.33,35,74.33,0.37,0.55,0.14,0.19,0.66,1.04,1.83,2.07,0.67,0.24,0.88,0.25,0.76,0.99,1.16,10.54,76.1666666666667,0,0.15,0.44,"Q20","","Oily fish, average of various species consumed in Bangladesh and of different cooking methods","Bangladesh",0,0,36.7742095054076,52.9354798421323,47.2096941693612,15.1412446553747,23.50059299098,21.3676612014301,57.984962406015,66.1801242236025,67.8999283924096,48.3415625566657,36.3378746594005,42.3200728562812,63.8951859405114,1,1,1,-1.11336677221563,0,0,99.3671323988847,-16.5384615384615,61.8514353765948,70.5228130988796,327.553581386659,425.394261541115,462.962962962963
"Dried fish","Animal-source foods","Fish and seafood","N/A",353,0,0,9.23,3.91,13.14,4.29,15,0,4.7,0.58,0.16,0.68,2,0.43,22,5.97,116.1,9.23,0.57,2069.67,1039.33,159.5,300.1,0.42,0.54,0.17,1.04,1.26,1.97,3.48,3.93,1.27,0.46,1.67,0.48,1.45,1.88,2.21,20.06,76.1666666666667,0,0.15,0.44,"Q20","For unsaturated and saturated fats, vitamin B12, choline, sodium, essential fatty acids and essential amino acids, used average values for fish after adjusting for the difference in energy density","Dried fish, average of various species consumed in Bangladesh","Bangladesh",0,1,28.1995832828819,60.1503771468693,46.4933234022127,46.4761929390889,83.6183152122124,72.8583924962945,38.1716543483354,70.4844720496894,59.4069263608231,56.220918772078,68.4386920980926,62.3169706158128,74.8140073811172,1,1,1,-1.17904650935677,0,0,99.3297982707935,-42.8846153846154,92.1392823376406,84.7916974329566,272.432333581537,353.808225430568,283.28611898017
"Whole cow milk","Animal-source foods","Milk","172217",61,4.78,0,0.81,0.2,1.01,1.87,46,0,0.1,0.07,0.05,0.17,0.09,0.04,5,0.45,14.3,0.03,0.37,113,132,10,43,0,0,0,0.08,0.1,0.16,0.3,0.26,0.08,0.02,0.16,0.04,0.16,0.13,0.21,1.63,90.8333333333333,0,0.15,0.44,"Q25","","Milk (cow), whole, 3.25% milkfat, without added vitamin A and vitamin D","Bangladesh",1,0,28.4295255803058,14.143555070683,28.4295255803058,22.0203268933435,9.88291064687514,22.0203268933435,4.07034110925118,1.99178521338409,4.07034110925118,26.683132392463,6.29393732970027,26.683132392463,63.3653914460356,1,1,1,-10.4440713396512,0,0,94.0633091093167,0,41.5064769229457,54.050043776385,427.381707507379,555.041178581011,1639.34426229508
"Whole sheep milk","Animal-source foods","Milk","N/A",89,4.91,0,1.42,0.23,1.65,3.64,50.5,2.75,1.3,0.07,0.06,0.25,0.35,0.05,4,0.39,16,0.08,0.42,163.5,170.5,16,47,0,0,0,0.08,0.17,0.34,0.59,0.51,0.16,0.04,0.28,0.08,0.28,0.27,0.45,3.16,91.75,0,0.15,0.44,"Q25","","Milk, sheep/goat, fluid, whole, unenriched","Bangladesh",1,0,25.979695711471,18.8930472019793,25.979695711471,20.9147453168964,14.3193183317317,20.9147453168964,3.10439109735193,1.99178521338409,3.10439109735193,35.3016791530057,11.4529972752044,35.3016791530057,68.5718636729659,1,1,1,-12.5982667387299,0,0,92.8388065387617,0,41.031372495356,53.3397565693878,433.072842579438,562.432263090179,1123.59550561798
"Mango","Fruits","Vitamin A-rich fruits","169910",60,14.98,1.6,0.14,0.07,0.21,0.09,54,36.4,0,0.9,0.03,0.04,0.67,0.12,43,0,7.6,0.16,0.09,11,168,10,1,0,0,0,0.12,0.02,0.03,0.05,0.07,0.01,0.02,0.03,0.01,0.02,0.03,0.04,0.3,48.6666666666667,25,0.1,0.44,"Q8","","Mangos, raw","Nigeria",0,0,38.3228096545185,23.1921826977779,32.3553680961546,10.2331453775534,4.57912661565306,7.95086587828842,5.68227019160805,2.48767782007614,4.37878105401753,5.37170176262455,1.80926430517711,3.5576348168766,27.714187374041,15.2781456953642,4.49668874172185,9.88741721854305,0,-9.5900530055261,0,94.5487560868214,0,24.6236140650879,44.7217856865749,516.526780971861,670.814001262158,1666.66666666667
"Papaya","Fruits","Vitamin A-rich fruits","169926",43,10.82,1.7,0.07,0.06,0.13,0.08,47,60.9,0,0.3,0.02,0.03,0.36,0.04,37,0,6.1,0.25,0.08,20,182,21,8,0,0,0,0.12,0.01,0.01,0.02,0.03,0,0.02,0.01,0.01,0.01,0.01,0.01,0.1,48.6666666666667,22.8,0.1,0.44,"Q8","","Papayas, raw","Nigeria",0,0,36.0950460323074,20.9453851766617,29.9979534990516,21.7066157535025,7.03502395486439,15.7935382263845,7.53340026736007,2.48767782007614,5.39249514311983,2.74774939986339,1.13487738419619,1.90790327734223,26.8133914445061,22.1681811181272,4.71523178807947,13.4417064531033,0,-6.47967679233642,0,96.3167775346774,0,27.5422261309009,47.5968974090333,485.325751413703,630.29318365416,2325.58139534884
"Tangerine","Fruits","Citrus","169105",53,13.3,1.8,0.06,0.07,0.13,0.04,34,26.7,0,0.2,0.06,0.04,0.38,0.08,16,0,10.2,0.15,0.07,37,166,12,2,0,0,0,0.12,0.01,0.02,0.03,0.03,0,0,0.02,0,0.02,0.02,0.02,0.16,48.6666666666667,10,0.1,0.44,"Q9","Phytate value for mandarin missing, used orange as a proxy","Tangerines, (mandarin oranges), raw","Nigeria",0,0,30.6642257221352,15.649904993639,24.3468211207894,15.0960626453186,6.08015116109241,11.5339653774129,6.3006832357827,2.48767782007614,4.71743581630365,3.42795362187531,1.33719346049046,2.34931377066881,27.0544129477713,19.1844308384356,4.93377483443709,12.0591028364363,0,-7.5423229703144,0,95.7127408827186,0,22.0126387450067,43.885761242226,526.366624302135,683.593018574202,1886.79245283019
"Orange","Fruits","Citrus","169097",47,11.8,2.4,0.02,0.03,0.05,0.02,11,53.2,0,0.18,0.09,0.04,0.28,0.06,30,0,8.4,0.1,0.07,40,181,10,0,0,0,0,0.12,0.02,0.03,0.02,0.05,0.02,0.01,0.03,0.01,0.02,0.02,0.04,0.25,48.6666666666667,10,0.1,0.44,"Q9","","Oranges, raw, all commercial varieties","Nigeria",0,0,33.9325876126423,20.9171532741348,28.8437921907479,17.1575510098953,6.06018151240017,12.6834046562512,6.97736620205283,2.48767782007614,5.08800029783253,5.68482836280604,1.64066757493188,3.62992437362837,27.7536593347263,28.3411300549528,6.24503311258278,17.2930815837678,0,-4.97725649411676,0,97.170793617903,0,25.426016627731,47.1290991830518,490.143041144887,636.549404084269,2127.65957446808
"Grapefruit","Fruits","Citrus","173033",32,8.08,1.1,0.01,0.02,0.04,0.01,46,34.4,0,0.13,0.04,0.02,0.25,0.04,10,0,7.7,0.09,0.07,12,139,8,0,0,0,0,0.12,0.01,0.01,0.01,0.02,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.13,48.6666666666667,20.36,0.1,0.44,"Q9","Phytate value for grapefruit missing; used phytate value for pomelo as a proxy","Grapefruit, raw, pink and red and white, all areas","Nigeria",0,0,34.9575688087062,15.660411848681,26.6142968242401,16.515636826748,3.58709113033774,10.9295590641664,9.7792566092651,2.48767782007614,6.62236885416306,4.45189237459143,1.23603542234332,2.81086133080075,27.3064298083879,19.4054221854305,3.40397350993377,11.4046978476821,0,-7.49725745101859,0,95.7383573352673,0,23.3172908744828,44.7256786279379,516.481822269558,670.755613337088,3125
"Banana","Fruits","Other fruits","173944",89,22.8,2.6,0.03,0.07,0.11,0.11,3,8.7,0,0.1,0.03,0.07,0.67,0.37,20,0,9.8,0.26,0.15,5,358,27,1,0,0,0,0.05,0.08,0.03,0.07,0.05,0.01,0.01,0.05,0.01,0.01,0.03,0.05,0.38,48.6666666666667,22,0.1,0.44,"Q10.1","","Bananas, raw","Nigeria",0,0,20.4007695519899,14.8549322097866,18.5207074524005,14.408016292564,10.2928411522562,13.5184506580878,2.31524443584496,1.61986575836506,2.0597032015912,4.65514613449388,2.07901907356948,3.33415827101772,27.592163421639,16.6417888235732,6.68211920529801,11.6619540144356,0,-8.97450356117323,0,94.898650937231,0,19.6302676643855,41.9476045388859,550.686988063551,715.17790657604,1123.59550561798
"Guava","Fruits","Other fruits","173044",68,14.3,5.4,0.09,0.4,0.49,0.27,31,228.3,0,0.73,0.07,0.04,1.08,0.11,49,0,7.6,0.26,0.23,18,417,22,2,0,0,0,0.13,0.02,0.09,0.17,0.07,0.02,0,0.01,0.02,0.03,0.1,0.09,0.63,48.6666666666667,50.63,0.1,0.44,"Q10.1","For phytate: used an average of pink and white flesh guava","Guavas, common, raw","Nigeria",0,0,36.7335444986228,26.2881538359604,33.1491734688854,21.9053015829161,11.5521788466679,18.4487049488526,5.47569944786064,2.61165097174915,4.33354903931012,9.55593270426542,2.92200272479564,6.20702187729527,29.1608209762943,43.5194779898714,12.8013245033113,28.1604012465914,-2.54319974599898,-2.62354380996537,0,97.0630840784534,0,31.3403192204414,51.9018975713863,445.070432506404,578.013548709616,1470.58823529412
"Watermelon","Fruits","Other fruits","167765",127,7.55,0.4,0.04,0.05,0.09,0.02,28,8.1,0,0.05,0.03,0.02,0.18,0.05,3,0,4.1,0.24,0.1,7,112,10,1,0,0,0,0.13,0.01,0.02,0.02,0.06,0.01,0,0.02,0.01,0.01,0.03,0.02,0.19,48.6666666666667,3.9,0.1,0.44,"Q10.1","","Watermelon, raw","Nigeria",0,0,5.97342715205839,6.32450944593301,6.42544962031611,3.26371225271279,3.71300286839777,3.53920079274131,3.39643749964192,2.61165097174915,3.19490559147606,1.93388399737739,1.4383514986376,1.65262068420784,26.6740005707392,2.68639516086979,1.87417218543046,2.28028367315013,0,-19.4597947445585,0,88.9385295793618,0,7.27100302200014,31.3342265553593,737.213026758086,957.419515270242,787.40157480315
"Apple","Fruits","Other fruits","171688",52,13.8,2.4,0.01,0.05,0.06,0.03,3,4.6,0,0.18,0.02,0.03,0.09,0.04,3,0,3.4,0.12,0.04,6,107,5,1,0,0,0,0.2,0.01,0.01,0.01,0.01,0,0,0.01,0,0,0.01,0.01,0.06,48.6666666666667,0.51,0.1,0.44,"Q10.1","For phytate: used an average of big and small apple","Apples, raw, with skin ","Nigeria",0,0,9.63972010718617,4.10069041629926,7.18541444792186,6.46382633527551,2.31439591423786,4.55350599522695,10.0043657530924,3.47946303346023,7.28876338311216,1.5981247860784,1,1.26543345347976,26.462586366034,25.7121752419766,6.24503311258278,15.9786041772797,0,-5.84188564339686,0,96.6793151678409,0,8.83742942027993,37.0950683524887,622.724287242086,808.732840574138,1923.07692307692
